longitude,latitude,id,name,start_date,operator:decription,education:type,education:type,education:type,education:type,education:type,operator:type,operator:type,operator:type,operator:type,operator:type,operator:type,operator:type,operator:type,government:registered,government:registered,government:registered,government:registered,education:gender_type,education:operate_as,education:exam_center,education:exam_affiliate,,education:students,education:students_male,education:students_female,education:teachers_male,education:teachers_female,education:fees,education:fees,education:fees,education:fees,education:sponsored_by,education:funding,education:funding,education:funding,education:funding,education:funding,education:funding,education:funding,education:funding,education:fees_per_term,education:fees_level1,education:fees_level2,education:fees_level3,education:fees_level4,education:fees_other,building:material,building:material,building:material,accessibility,accessibility,accessibility,education:program_feeding,education:program_feeding_description,education:program_feeding_description,education:program_feeding_description,toilet:teachers,toilet:teachers,toilets:female,toilets:male,toilet:present,building:classrooms,building:library,internet_access,electricity:operational_status,waste:garbage_disposal,laboratory,laboratory:equipment,laboratory,barrier:gate,barrier:security_fence,playground,room:staff,room:kitchen,education:teachers_male,education:teachers_female,education:teachers_trained,education:tsc_employed,education:extra_sports,education:extra_drama,education:extra_woodwork,education:extra_scouts/girl_guide,education:extra_music,education:extra_nature_club,education:extra_agriculture_club,education:extra_other,education:pta,education:management_committee,education:board_of_management,education:other
36.857957,-1.263713,77,Mathare Community Outreach,1994,Church,N,y,n,n,n,n,N,n,N,Y,n,n,n/a,n/a,n/a,n/a,n/a,Mixed boys and girls,Day scholars only,Y,n/a,1996,400,144,256,12,18,y,n,n,n/a,n/a,N,N,N,N,N,N,Y,n/a,2100,1500,1500,2100,n/a,n/a,n,y,n/a,y,y,y,y,y,100,Y,1,1,1,1,Inside school compound,16,n,N,Sometimes,Sometimes,N,N,N,y,y,y,y,y,12,18,26,4,y,y,n,y,y,n,n,n/a,Y,N,n,n/a
36.865695,-1.260425,78,Wakibe Junior Academy,n/a,n/a,N,y,n,n,n,n,y,n,y,n,n,n,n/a,n/a,Private,n/a,n/a,Mixed boys and girls,Day scholars only,n,n/a,n/a,21,n/a,n/a,3,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,5400,n/a,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,y,y,n/a,n,2,1,1,1,Inside school compound,6,y,N,Often,Often,N,N,N,y,N,N,N,y,3,3,n/a,n/a,y,n,n,y,n,n,n,n/a,Y,N,n,n/a
36.865349,-1.259106,79,Alliant Junior Academy (pre-school),2001,n/a,Y,N,n,n,n,n,N,n,N,n,n,n,Suplementary school,n/a,n/a,City council,n/a,Boys school,Day scholars only,Y,n/a,n/a,238,110,128,0,4,y,Y,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,3500,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,N,N,1500,n,1 Combine with male teachers,1 combine with female teachers,1,1,Inside school compound,4,y,N,Always,Always,N,N,N,y,y,N,y,y,n/a,n/a,4,n/a,y,y,n,y,y,N,n,n/a,Y,N,n,n/a
36.868333,-1.258645,80,Elshadai Education Centre (pre-school),I don't know,n/a,Y,n,n,n,n,n,n,n,n,n,n,n,APBET,n/a,n/a,n/a,CBO/NGO,Boys school,Day scholars only,n,KAG,in progress,57,27,30,0,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,2600,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,y,N,1800,n,1,1,3,3,Inside school compound,4,n,N,Never,Always,N,N,N,y,y,N,N,y,0,3,n/a,n/a,y,n,n,y,n,N,y,n/a,n,N,Y,n/a
36.872071,-1.256503,81,Ngei Faith Academy,2001,n/a,N,N,y,n,n,n,N,n,N,Y,Y,y,n/a,unregistered but have applied for registration,APBET,Min. of gender,Registered as a Business/ CBO,Mixed boys and girls,Day scholars only,n,Golden Light,not yet,150,72,78,3,3,y,n,y,n/a,Church members,N,N,N,N,N,N,N,n/a,2500,n/a,n/a,n/a,2500,n/a,n,y,n/a,y,y,y,N,n/a,n/a,n/a,1 (Shared with male teachers),1(Shared with female),2,2,Inside school compound,4,n,n/a,Always,Always,N,N,N,y,y,N,y,N,3,3,5,1,y,y,n,y,y,y,n,n/a,n,N,Y,n/a
36.86581,-1.259344,82,Millenium Academy,2002,W. Onyango Ogembo,Y,y,n,n,n,n,N,n,N,n,Y,n,n/a,n/a,APBET,n/a,n/a,Mixed boys and girls,Day scholars only,n,Top High Muslim Academy,2017,324,141,183,5,4,y,n,n,n/a,n/a,N,N,y,N,N,N,N,n/a,500,500,500,500,n/a,n/a,n/a,n/a,n/a,y,N,N,y,y,60000,N,n/a,n/a,1,1,Inside school compound,n/a,n,N,Never,Never,N,N,N,y,N,N,N,N,5,4,9,n/a,N,n,n,n,n,y,n,n/a,n,N,Y,n/a
36.872531,-1.255621,83,Golden Light Academy,2008,Golden Light Chapel,N,N,y,n,n,n,N,n,N,Y,n,n,n/a,Government registered,Private,n/a,n/a,Mixed boys and girls,Day scholars only,y,n/a,n/a,260,110,150,6,4,y,n,n,n/a,n/a,N,N,y,N,N,N,N,n/a,4500,n/a,n/a,n/a,4500,n/a,y,y,n/a,y,y,N,N,N,n/a,N,1,1,7,4,Inside school compound,10,y,N,Always,Often,y,y,N,y,y,N,y,y,6,4,0,0,y,y,n,y,n,N,n,"Christian union,science club and journalism",n,N,Y,n/a
36.845724,-1.264906,84,Blessed Junior Academy,2017,Annette Moraa Ongera,Y,Y,n,n,n,n,n,n,n,n,n,y,n/a,not registered,provisional APBET certificate,Min. of gender,CBO,Mixed boys and girls,Day scholars only,n,Lighthouse Grace Academy,n/a,50,21,29,1,6,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,2100,2100,2100,2100,n/a,n/a,y,n,n/a,y,y,y,y,y,1200,n,1,1,1,1,Inside school compound,4,n,n/a,Sometimes,sometimes,n,n/a,n,y,n,n,n,y,1,6,n/a,n/a,n,n,n,y,n,n,n,n/a,n,y,n,n/a
36.862532,-1.26123,85,missions of hope international,2009,ngo,y,y,n,n,n,n,n,n,y,n,y,n,n/a,not registered,n/a,n/a,n/a,Mixed boys and girls,Day scholars only,n,sister missions of hope international,n/a,825,410,415,5,26,n,n,y,n/a,hope sponsors from U.S.A,n,n,n,n,n,n,y,n/a,735,735,735,735,n/a,exam fee 50,n,y,n/a,y,y,y,y,y,735,n,2,2,4,4,Inside school compound,27,n,n,always,Always,n,n,n,y,n,n,y,y,5,26,21,none,y,y,n,y,y,y,n,debates,y,y,y,n/a
36.870719,-1.259225,86,emmanuel education centre,2012,ngo,y,n,n,n,n,n,n,n,y,n,y,n,cbo,n/a,n/a,n/a,CBO,Mixed boys and girls,Day scholars only,n,n/a,n/a,58,25,33,0,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,2500,n/a,n/a,n/a,n/a,n/a,y,n,n/a,n,n,y,y,y,840,I don't know,1,1,1,1,Inside school compound,n/a,n,n,always,Always,n,n,n,y,y,y,y,y,n/a,n/a,3,n/a,y,n,n,n,y,n,n,n/a,n,n,y,n/a
36.868527,-1.259124,87,Amanda Marga Academy,1995,fbo,y,n,n,n,n,n,n,n,n,y,n,n,faith based organization,n/a,n/a,n/a,faith based org.,girls school,Day scholars only,y,n/a,n/a,274,n/a,274,2,4,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,2500,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,n,y,900,n,1,1,2,2,Inside school compound,n/a,y,n,always,Always,n,n,n,y,y,y,y,y,n/a,n/a,5,none,y,n,n,y,y,y,y,n/a,n/a,n/a,n/a,n/a
36.875061,-1.251217,88,miracle junoir,2007,private,n,y,n,n,n,n,y,n,n,n,n,y,n/a,n/a,provisional APBET certificate,n/a,n/a,Mixed boys and girls,Day scholars only,n,n/a,n/a,286,136,150,0,7,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,2000,2000,2000,2500,n/a,n/a,y,n,n/a,y,y,y,y,n,2000,n,1,1,1,1,Inside school compound,n/a,y,n,often,Always,n,n,n,y,n,n,y,y,0,7,0,0,y,y,n,y,n,n,n,n/a,n,n,y,n/a
36.870983,-1.252256,89,stella marris community education centre,2009,private,y,y,n,n,n,n,y,n,n,n,n,y,n/a,n/a,provisional APBET certificate,n/a,n/a,Mixed boys and girls,Day scholars only,n,arrison education centre,processes,260,150,110,5,7,y,n,n,n/a,n/a,n,n,n,n,n,n,y,n/a,2000,2000,2000,2000,n/a,n/a,y,n,n/a,y,y,y,y,y,600,y,1,1,1,1,Inside school compound,10,n,n,always,Always,n,n,n,y,n,n,y,y,5,7,4,5,y,y,n,y,y,n,n,n/a,n,n,y,n/a
36.853106,-1.264805,90,VALLEY VIEW ACADEMY,1997,APBET,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,n/a,n/a,APBET,Min. of gender,other,Mixed boys and girls,Day scholars only,Y,n/a,not yet,621,344,277,11,12,Y,N,Y,Y,"Redeemed gospel church,CFCA and Inspirational center",N,N,Y,N,N,N,N,n/a,4000,5000,4000,4000,n/a,n/a,y,n,n/a,Y,Y,Y,Y,Y,150,N,2,2,10,8,Inside school compound,19,Y,N,Often,often,N,N,Y,Y,Y,N,Y,Y,11,12,n/a,none,Y,N,N,Y,Y,N,N,n/a,N,N,Y,n/a
36.853191,-1.265291,91,FORWARD EDUCATIONAL CENTER,2012,Private,Y,Y,N,N,N,N,Y,N,N,N,N,N,n/a,government registered,n/a,Min. of gender,n/a,Mixed boys and girls,Day scholars only,N,kiboro primary school,n/a,82,42,40,3,7,Y,N,N,n/a,n/a,N,N,N,N,N,N,N,n/a,500,500,500,500,500,n/a,n,y,n/a,Y,Y,Y,Y,N,1600,N,1,1,2,2,Inside school compound,12,N,N,Sometimes,often,N,N,Y,N,N,Y,Y,Y,3,7,n/a,n/a,Y,Y,N,N,Y,N,N,n/a,Y,N,N,n/a
36.846324,-1.263642,92,ST.TERESAS GIRLS SECONDARY SCHOOL,1952,PUBLIC SCHOOL-but loreto sisters sponsors,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,n/a,government registered,n/a,n/a,n/a,Girls school,boarding,Y,n/a,n/a,550,n/a,550,9,17,Y,Y,Y,n/a,"CDF,LORETO SISTERS,NGOS,CBOS,DONORS",N,N,Y,Y,N,Y,n,n/a,53000,n/a,n/a,n/a,25000,n/a,y,n,n/a,Y,Y,Y,Y,Y,n/a,N,5,2,15,n/a,Inside school compound,12,Y,Y,Sometimes,NEVER,Y,Y,Y,Y,Y,Y,Y,Y,9,17,n/a,25,Y,Y,Y,Y,Y,N,Y,Home science and enterpreneurship,Y,N,Y,n/a
36.874387,-1.250441,93,RISING STAR EDUCATION CENTER,2009,n/a,Y,Y,N,N,N,N,Y,N,N,N,Y,N,n/a,n/a,PRIVATE,n/a,CBO,Mixed boys and girls,Day scholars only,N,n/a,n/a,328,158,195,3,8,Y,N,N,n/a,n/a,N,N,N,N,N,N,N,TUSOME Programme,2000,2000,2500,2500,n/a,n/a,y,n,n/a,Y,Y,Y,Y,Y,1200,n/a,1,1,2,1,Inside school compound,n/a,N,N,Always,always,N,N,N,Y,N,N,Y,Y,3,8,2,n/a,Y,Y,N,Y,Y,N,N,n/a,N,N,Y,n/a
,,94,Neci education center,2006,APBET,y,y,n,n,n,n,n,n,n,n,y,n,n/a,unregistered but have applied for registration,provisional APBET certificate,min. of gender,CBO/NGO,Mixed boys and girls,Day scholars only,n,St James feeding programme and learning center,n/a,311,144,167,3,9,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,2000,2300,2500,n/a,n/a,y,y,n/a,y,y,y,n,n,n/a,n,1,n/a,2,2,inside school compound,8,n,n,never,sometimes,n,n,n,n,n,n,n,n,3,9,2,0,y,y,n,y,y,y,n,n/a,n,n,y,n/a
36.847914,-1.266425,95,St Teresas primary school,1953,public school,y,y,n,n,n,y,n,n,n,n,n,n,n/a,unregistered but have applied for registration,APBET,city council,n/a,Girls school,Day scholars only,y,n/a,n/a,850,n/a,850,3,15,n,y,n,n/a,n/a,n,n,n,n,n,n,n,n/a,free,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,y,y,n,n,n/a,n,2,1,23,n/a,inside school compound,16,y,n,always,always,n,n,y,y,y,y,y,y,3,15,n/a,all,y,y,n,y,y,y,y,n/a,y,y,y,n/a
36.853114,-1.265155,96,Spring view education center,2015,n/a,n,n,y,n,n,n,n,n,n,n,y,y,n/a,n/a,private,Min. of gender,n/a,Mixed boys and girls,Day scholars only,n,Mcedo secondary school,2016,n/a,25,45,9,2,y,n,n,n/a,n/a,n,n,n,n,n,y,n,n/a,5000,n/a,n/a,n/a,6000,1000 for lunch,n,y,n/a,y,y,y,y,n,1000,n,1,1,1,1,Outside schoool compound,12,n,n,often,sometimes,y,y,n,y,n,n,y,y,9,2,2,1,y,y,n,n,n,n,n,n/a,n,n,y,n/a
36.871371,-1.257862,0,AEISHA COLLIER PRIMARY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.866867,-1.259647,0,AIPCA NGE2 ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.850221,-1.265278,0,AMAIZING DAY CARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.868527,-1.259124,0,AMANDA MARGA ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.854196,-1.263236,0,ANGEL GIRLS SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.865724,-1.261553,0,BISHOP GITONGA ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.874862,-1.261647,0,BRANIAC HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.86032,-1.26252,0,BRIDGE INTERNATIONAL ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.870453,-1.258249,0,GENESIS IMMACULATE PRIMARY AND SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.871351,-1.257893,0,GLORY SPRING COMMUNITY CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.850376,-1.264604,0,HOPE NIGERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.874106,-1.258609,0,HURUMA PRIMARY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.862601,-1.261205,0,JESSI SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.853238,-1.263088,0,JOY ACADEMY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.845537,-1.265726,0,JOY COMMUNITY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.853886,-1.265756,0,KIBORO PRIMARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.862886,-1.260479,0,KINGDOM LIVING NOW SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.859497,-1.264323,0,MAJI MAZURI HEADSTART ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.863253,-1.261088,0,MAMA AFRICA ITALIA ONLUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.871562,-1.255753,0,MARY ROSANA ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.854859,-1.26326,0,MATHARE KOSOVO OUTPOST & COMMUNITY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.845192,-1.263956,0,MECDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.868824,-1.25399,0,MISSION OF HOPE MATHARE NORTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.850579,-1.262508,0,MISSION OF HOPE SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.853021,-1.26587,0,MISSIONS OF HOPE BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.871042,-1.253694,0,MOGRA STAR PRIMARY AND SECONDARY SCHOOIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.868683,-1.254026,0,MOTHERWAY EDUCATION CENTRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.86281,-1.262259,0,MUMO BOYS AND GIRLS ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.851154,-1.265307,0,NECI EDUCATION CENTRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.872281,-1.256358,0,PATSU EDUCATION CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.853685,-1.265828,0,ROSKEN EDUCATION CENTRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.866992,-1.257933,0,SAMERGO GLORIOUS SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.865604,-1.259635,0,SANCARE PREPARATORY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.865512,-1.259711,0,SANCARE PREPATORY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.869499,-1.259164,0,ST ANN PREPARATORRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.867567,-1.25614,0,ST CHRISTOPHER PRIMARYSCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.873245,-1.257509,0,TUMAINI SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.86649,-1.25946,0,VISION SHINERS ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
